vote_id,vote_url,outliers
118868,/congress/votes/115-2017/h6,400209 412438 412503
118870,/congress/votes/115-2017/s1,412492
118871,/congress/votes/115-2017/h7,412509
118876,/congress/votes/115-2017/h8,412714 412509
118882,/congress/votes/115-2017/h9,400209 412199
118878,/congress/votes/115-2017/h10,400209
118874,/congress/votes/115-2017/h11,412209 400233 400651 408211 400402 412686 400209 400114 400403 400116 412438 412537 412532 400030
118883,/congress/votes/115-2017/h12,400316
118881,/congress/votes/115-2017/h13,412648 412649 412721 412722 400344 400316
118885,/congress/votes/115-2017/h14,400344 400209 412215
118875,/congress/votes/115-2017/h15,400316
118888,/congress/votes/115-2017/h16,400648 400209 412648
118886,/congress/votes/115-2017/h18,400033 400209 412403 400116 400244 400380
118877,/congress/votes/115-2017/h20,412663 412405 412487
118884,/congress/votes/115-2017/h21,400244 412722 400004 400380
118873,/congress/votes/115-2017/h23,400657 400316
118889,/congress/votes/115-2017/s3,412679 412491 412492 400408 400284 412671
118891,/congress/votes/115-2017/s4,412218
118894,/congress/votes/115-2017/h26,400211
118896,/congress/votes/115-2017/s5,300089 300002
118900,/congress/votes/115-2017/h29,412512 412514 412715 412517 400209 400618 412523 412509 400081 412682 412308 412534 412647 412632 400218 412282
118899,/congress/votes/115-2017/h30,412514 412694 412647 400618 412523 412685 412509 400081 412682 412308 412693 412534 412632 400218 412315 400124 412282
118898,/congress/votes/115-2017/h31,400160 400291 400075 400047 400402 400371 412532 412379 412221 400639
118902,/congress/votes/115-2017/h33,412509 412438
118901,/congress/votes/115-2017/h34,412226 412395 412485 412712 400651 400652 412397 412619 400209 412419 412661 412438 412503 412569 412283 412605 400607
118909,/congress/votes/115-2017/h35,412192 400618 400316
118911,/congress/votes/115-2017/h36,412544 412552 412426 412557 400654 412192 400422 412327 412721 400309 412682 412725 400211 400341 400087 412282 412510 412511 412257 412388 412523 412532 400122
118912,/congress/votes/115-2017/h37,400656 400209 412186 400316
118910,/congress/votes/115-2017/h38,400209
118908,/congress/votes/115-2017/h39,400316
118905,/congress/votes/115-2017/h40,400209 412627 400316
118913,/congress/votes/115-2017/h41,412290 412487 400209 412627 412405 412662 412663 400316
118914,/congress/votes/115-2017/h42,400316
118907,/congress/votes/115-2017/h43,400618 400316 412509
118904,/congress/votes/115-2017/h45,400618 412315 412694
118918,/congress/votes/115-2017/s10,412218 400061 400325
118933,/congress/votes/115-2017/s13,400325
118932,/congress/votes/115-2017/s14,412218
118923,/congress/votes/115-2017/s15,412218
118927,/congress/votes/115-2017/s16,412671 412492 412573 412495
118931,/congress/votes/115-2017/s18,412218
118929,/congress/votes/115-2017/s19,300048 300052
118928,/congress/votes/115-2017/s20,400272 400546 400134 300071 400040 412492 412391 300076 412495 300048 412598 412679 412573
118926,/congress/votes/115-2017/s22,412391
118925,/congress/votes/115-2017/s23,412218
118930,/congress/votes/115-2017/s25,412218
118924,/congress/votes/115-2017/s26,412492
118935,/congress/votes/115-2017/s27,412244 400413 412533
118943,/congress/votes/115-2017/h46,400209
118937,/congress/votes/115-2017/h47,400209 412523 412509
118942,/congress/votes/115-2017/h48,400209 412721
118939,/congress/votes/115-2017/h49,400648 400209 412486 412721
118941,/congress/votes/115-2017/h50,400209 412627 400116
118936,/congress/votes/115-2017/h51,412715 412517 412714 412523 412717 400209 412315 412509 400030
118938,/congress/votes/115-2017/h52,400209 412511 412199
118944,/congress/votes/115-2017/h54,400363 400657 412714 412523 412717 400209 412509 400030
118947,/congress/votes/115-2017/h57,400417 412516 412257 412682 412523 412557 412272 412308 400245 412615 412647 412695 412505 412282 412254
118949,/congress/votes/115-2017/h58,412419 412721 412295 400648 412649 400209 412643 412438 412503
118948,/congress/votes/115-2017/h59,400352 412192 400100 412657 412682 412236 412557 412685 412272 412632 412562 408211 400309 412438 412435 412516 412186 412571 400124 412606
118953,/congress/votes/115-2017/s29,412223
118951,/congress/votes/115-2017/s30,300100 412678 412681 412598 412281 400413 400415
118952,/congress/votes/115-2017/s31,300100 400413 412598
118955,/congress/votes/115-2017/h60,412419 412226 400651 412438 412503
118956,/congress/votes/115-2017/s32,412680 300043 412492 300081 412247 300087 412507
118958,/congress/votes/115-2017/h63,400316 400630
118959,/congress/votes/115-2017/h65,400657 400630
118961,/congress/votes/115-2017/s33,412281 400357 412390 400413
118964,/congress/votes/115-2017/s34,412321
118962,/congress/votes/115-2017/h67,412713 400209 400116 412438 412503 412217 412605 400607
118965,/congress/votes/115-2017/s35,412598 412542 300087
118966,/congress/votes/115-2017/h68,400316
118970,/congress/votes/115-2017/s36,412321
118971,/congress/votes/115-2017/s37,412321
118972,/congress/votes/115-2017/s38,400272 412554
118975,/congress/votes/115-2017/s39,412554 300038
118973,/congress/votes/115-2017/h72,400160 412580 412721 400657 400380 400209 412725 400348
118974,/congress/votes/115-2017/h73,412486 400618 412621 412721 400244 412633 400344 400660 400380 400030 400607
118977,/congress/votes/115-2017/s41,412243
118978,/congress/votes/115-2017/s42,412243
118983,/congress/votes/115-2017/s43,412243
118982,/congress/votes/115-2017/h76,400344 400657 400618 412688
118984,/congress/votes/115-2017/h77,412672 412682 400657 412214 400218 400219 412509 400030
118993,/congress/votes/115-2017/h78,412721 412648 412649 400618 412651 412621 412719 400657 412466 400660 400344 412698 400607
118996,/congress/votes/115-2017/s53,400432 412218 412491
118994,/congress/votes/115-2017/h79,412438
119000,/congress/votes/115-2017/s55,412391
119002,/congress/votes/115-2017/h83,412290 412721 400244 412315 400380 412509
119003,/congress/votes/115-2017/h84,412466
119001,/congress/votes/115-2017/h85,412192 412584 412682 412509 412694
119005,/congress/votes/115-2017/s56,400408 400432 412491
119008,/congress/votes/115-2017/s59,412391
119011,/congress/votes/115-2017/h86,412438
119015,/congress/votes/115-2017/s65,412281 412378 412490 400413
119020,/congress/votes/115-2017/h92,400160 412576 412579 412580 400199 412714 412523 400204 400653 400111 412725 412697 412575
119027,/congress/votes/115-2017/h95,400344 400657
119025,/congress/votes/115-2017/h96,400344 400209 412536 400657
119026,/congress/votes/115-2017/h97,400344 400081 412315 400630
119028,/congress/votes/115-2017/s68,300071
119029,/congress/votes/115-2017/s69,412554
119030,/congress/votes/115-2017/h98,412672 412611 412580 412721 412643 400660 412725 400244 400218 400219 400380 400414
119031,/congress/votes/115-2017/h99,400648 400316 400630 412719
119034,/congress/votes/115-2017/s72,412680 412681 412507 300043 412391
119037,/congress/votes/115-2017/h100,412438
119039,/congress/votes/115-2017/s73,400050 412507 412391
119038,/congress/votes/115-2017/s74,412681 412194 300043
119036,/congress/votes/115-2017/h102,412416 412417 412419 412552 412683 400652 400655 400656 412675 412437 412438 412567 412655 412572 400157 412574 412653 412463 400052 412213 400440 412729 412477 412480 412226 400068 412485 412619 412624 412627 412630 412503 412634 400220 412510 412650 412525 412605 412661 412662 412410 412309
119040,/congress/votes/115-2017/h104,412509
119042,/congress/votes/115-2017/h105,412513 412674 412683 412261 412702 412712 400297 412650 412619 412724 412690 412468 412670 412503 412217 400411 412700 412729 412190 412703
119045,/congress/votes/115-2017/h106,412523 400618 412715 412717 412694 412682
119044,/congress/votes/115-2017/h107,400618 400244 412717 400199
119043,/congress/votes/115-2017/h108,400618 400380 400343
119046,/congress/votes/115-2017/s75,412681 400050 300100 412194
119047,/congress/votes/115-2017/s76,400064 300081 400050 400272
119053,/congress/votes/115-2017/h109,400618
119052,/congress/votes/115-2017/h110,400344 400618 400316
119050,/congress/votes/115-2017/h111,400077 412654 400209 412568 400247 400440
119055,/congress/votes/115-2017/h112,400209 400244 412721 412628
119054,/congress/votes/115-2017/h114,412683 412715 400618 400651 412717 400209 412690 412714 412694 412503 412315 412682 400350
119049,/congress/votes/115-2017/h116,412509
119059,/congress/votes/115-2017/h117,412192 412516 412519 412716 412682 412523 412236 412557 412657 412532 412615 400663 412632 412612 412282 400347
119058,/congress/votes/115-2017/h118,400081 400316 400209
119056,/congress/votes/115-2017/h119,400209
119060,/congress/votes/115-2017/h120,400081 400618 412714 412694 412717
119057,/congress/votes/115-2017/h121,412672 412580 412523 400657 400244 400440 400344 400219 400380 412509
119065,/congress/votes/115-2017/s77,400050
119063,/congress/votes/115-2017/s78,400064 412681 300093
119061,/congress/votes/115-2017/h122,400081 400618 400316
119062,/congress/votes/115-2017/h123,400163 412516 412616 412682 412523 412716 412725 400343 412612 412282 412575
119066,/congress/votes/115-2017/h124,400209 400081 400116 400406 412215 400218 400251 400316 400414 412703
119067,/congress/votes/115-2017/h125,400209 400316
119064,/congress/votes/115-2017/h126,400163 412682 412715 412685 412688 400081 412694 400343 412697 400030
119068,/congress/votes/115-2017/s79,412681 300093 300078
119072,/congress/votes/115-2017/h127,412503 400607
119073,/congress/votes/115-2017/h128,400209 412509
119078,/congress/votes/115-2017/s83,412681
119077,/congress/votes/115-2017/h129,400209
119079,/congress/votes/115-2017/h130,412682
119075,/congress/votes/115-2017/h131,400209
119076,/congress/votes/115-2017/h132,400033 400290 400163 412514 412595 400417 412520 400364 400653 400347 400379 400080 400259 400245 412219 412571 400251 412511 412254 412501
119074,/congress/votes/115-2017/h133,412544 400209 412714 400081 412438 412503 412697 412282
119080,/congress/votes/115-2017/h134,400417 400364 400245 412215 400347 412511
119082,/congress/votes/115-2017/h135,400033 400290 400259 400417 412682 400364 400653 412571 412685 412500 400347 412511
119081,/congress/votes/115-2017/h136,412258 412315 400100 400101 412503 412730 412718 412239 400209 412308 400403 400116 412438 400343 412708 400308 412543 400251 400093 400063
119083,/congress/votes/115-2017/h137,412416 412553 412426 400651 400652 400141 412438 412574 412461 412215 412601 412475 412226 412611 412727 400077 412625 400220 400380 412653 412662 400376 412410 412540
119084,/congress/votes/115-2017/s84,400325
119092,/congress/votes/115-2017/h140,400344 400209 412650 412438
119089,/congress/votes/115-2017/h141,412650 412621 400366 400209 412438 412311 400344
119093,/congress/votes/115-2017/h142,400344 400209 412650 412621 412438
119097,/congress/votes/115-2017/h143,400209 412650 412621 412719
119090,/congress/votes/115-2017/h144,400209 412650 412621 412721 412719
119100,/congress/votes/115-2017/h145,412487 412650 412621 400209 400244 400344
119098,/congress/votes/115-2017/h146,412650 400108 412621 412719 400209 400344
119088,/congress/votes/115-2017/h147,400209
119091,/congress/votes/115-2017/h148,412487 400652 412650 400108 412621 412719 400209 412466 400116 400341 412438 412503 400344 400244
119099,/congress/votes/115-2017/h149,400160 400209 400344 412621
119096,/congress/votes/115-2017/h150,400344 400209 412621 412309 412485
119094,/congress/votes/115-2017/h151,400209
119095,/congress/votes/115-2017/h152,412485 412650 400108 412621 400209 400116 412438 412503 400344 400607
119101,/congress/votes/115-2017/h153,400344 412650 400618 412621
119105,/congress/votes/115-2017/h154,400344 412650 400618 412485 412621
119102,/congress/votes/115-2017/h155,400344 412721 412650 412485 412621
119103,/congress/votes/115-2017/h156,400344 412721 400244 412621
119104,/congress/votes/115-2017/h158,412485 412650 400652 412621 400657 412724 400618
119109,/congress/votes/115-2017/s88,300100 412678 412492 400013 412533 412598
119110,/congress/votes/115-2017/s89,300100 412678 412492 400013 412533 412598 400413
119111,/congress/votes/115-2017/s90,412200 412243 412678 412598 300087
119114,/congress/votes/115-2017/h159,412438
119112,/congress/votes/115-2017/h161,400209
119116,/congress/votes/115-2017/h162,400209
119115,/congress/votes/115-2017/h164,412480 412551 412426 412397 400313 412574
119119,/congress/votes/115-2017/h165,412487 412649 400077 400209 400244 400440 400380
119120,/congress/votes/115-2017/h166,400416 412509 412575
119118,/congress/votes/115-2017/h167,400209 412627
119121,/congress/votes/115-2017/h168,412576 400618 412523 400657 412682 412714 400244 412694 400440 412532 400380 412509 412575
119122,/congress/votes/115-2017/h169,400160 412672 412290 412580 412688 412532 412725 412214 400030
119124,/congress/votes/115-2017/h170,412581 400652 412690 400654 412434 400341 412727 412569
119127,/congress/votes/115-2017/h175,400209
119132,/congress/votes/115-2017/h176,412661
119131,/congress/votes/115-2017/h177,412697
119130,/congress/votes/115-2017/h178,400170 400290
119138,/congress/votes/115-2017/h182,400209
119137,/congress/votes/115-2017/h183,400209 412627
119139,/congress/votes/115-2017/h184,412612 400422 412327 412584 400170 412644 400379
119142,/congress/votes/115-2017/h185,400209 400116
119141,/congress/votes/115-2017/h186,400657 412714 412315 400316
119140,/congress/votes/115-2017/h187,400209 412690 412438 412503 412729 400607
119144,/congress/votes/115-2017/s95,400272 412391
119146,/congress/votes/115-2017/s96,400272 412391
119148,/congress/votes/115-2017/h189,400209 412628 412438 412503
119150,/congress/votes/115-2017/h192,412395 400651 412397 400209 412438 412503
119152,/congress/votes/115-2017/h194,412480 400289 412641 412550 412525 412444 412426 412551 412460 400141 412397 400080 412213 412310 412585 400313 400378 412379 412284 412541 412574
119155,/congress/votes/115-2017/s97,412492 412495
119156,/congress/votes/115-2017/h196,412611 412552 412397 412525 400209 412690 412438 412503 412729 412283 400607
119160,/congress/votes/115-2017/h198,400618
119158,/congress/votes/115-2017/h199,400211
119162,/congress/votes/115-2017/s98,412492 412495
119161,/congress/votes/115-2017/h201,400209
119163,/congress/votes/115-2017/h202,412675 412646 412486 412295 412648 412395 412430 412271 400209 400116 412438 412631 400660 412719 400607
119164,/congress/votes/115-2017/h203,400209
119165,/congress/votes/115-2017/h204,412215
119166,/congress/votes/115-2017/h205,400209
119167,/congress/votes/115-2017/h206,412648 400618 412651 412621 412719 412721 400344 400607
119168,/congress/votes/115-2017/s99,412248
119169,/congress/votes/115-2017/h207,400209 412509
119170,/congress/votes/115-2017/h208,412648 412651 412621 412721 400344 412315
119173,/congress/votes/115-2017/s102,400064 412194 300100 412391 300075 300076 400272 300025 400415
119174,/congress/votes/115-2017/h209,400209 412438 412503
119175,/congress/votes/115-2017/h210,412503
119176,/congress/votes/115-2017/s103,412678 412681 412533 412598 412281 400413
119180,/congress/votes/115-2017/h212,412714 412509
119181,/congress/votes/115-2017/s104,412330
119177,/congress/votes/115-2017/h213,400209
119179,/congress/votes/115-2017/h214,412544 412682 412523 412717 412509 412714 412534 400618
119182,/congress/votes/115-2017/h216,412689 412396 400170 412236 400402 400047 412685 400209 400114 412532 412725 412696 412697 400314 412682 412716
119184,/congress/votes/115-2017/h217,400209
119185,/congress/votes/115-2017/h218,400618 412523 412509 412534 412697 412714
119186,/congress/votes/115-2017/h219,400209
119187,/congress/votes/115-2017/h220,400417 412644 412613 400422 412199 400653 400240 400211 412708 412730 412677 412511
119188,/congress/votes/115-2017/h221,400249 412438 400063
119189,/congress/votes/115-2017/s105,300072 412330
119196,/congress/votes/115-2017/s112,400272 300100 412678 412598
119197,/congress/votes/115-2017/s113,412678 412681 412490 412598 412542 412223
119198,/congress/votes/115-2017/s114,412681 412490 412678 412598 412542
119199,/congress/votes/115-2017/h222,400209 412503
119201,/congress/votes/115-2017/s115,400272 412681 412205
119203,/congress/votes/115-2017/h224,400209
119202,/congress/votes/115-2017/h225,412697 412714 412557 412534 412717
119206,/congress/votes/115-2017/h226,412690 412731 412327 412426 400402 400047 412432 400114 400245 412438 412472 412661 400350 400063
119205,/congress/votes/115-2017/h227,400259 412652 412686 412432 412520 400402 400403 412308 412565 400663 412571 412506 400030 400033 412644 412199 412715 400047 412212 412728 400314 412219 412606 400063 412613 400326 412688 400075 400209 412503 412505 400090 400350 412511 400352 400097 412259 400100 400101 400360 412327 400364 412272 400616 400114 400245 412607 400124
119207,/congress/votes/115-2017/h229,400209
119209,/congress/votes/115-2017/h230,412714 412717 400209 412438 412503 412509
119208,/congress/votes/115-2017/h231,400033 400245 412613
119211,/congress/votes/115-2017/h232,412536 412410 412309 412690 412621
119213,/congress/votes/115-2017/s116,400272 412681 412205
119214,/congress/votes/115-2017/h235,412715 412682 412523 412717 412509 412714 412693 412534 412697 400618
119215,/congress/votes/115-2017/h236,412558 400365 412690 412729 412438 412567 412703 400416 400163 412580 412653 412462 400313 412255 412477 400206 400209 412195 412503 412644 400220 400350 412517 400100 400101 412652 400237 412221 400240 412662
119218,/congress/votes/115-2017/s117,412680 412323 412205
119216,/congress/votes/115-2017/h237,400289 412511
119222,/congress/votes/115-2017/h240,400209
119220,/congress/votes/115-2017/h241,412438 412503
119225,/congress/votes/115-2017/h243,412627
119226,/congress/votes/115-2017/s118,412323 412205
119224,/congress/votes/115-2017/h244,412643 412721 412466 400244 412566 400380
119227,/congress/votes/115-2017/s119,412428
119229,/congress/votes/115-2017/h246,400209
119228,/congress/votes/115-2017/h247,400630 400618 400081 412714 412693 412534 412682
119233,/congress/votes/115-2017/h249,412576 400162 400163 412580 412517 412711 412616 412617 412522 412706 412718 412687 412688 412724 412732 412438 412215 412612 400316 400350 412703
119234,/congress/votes/115-2017/s120,412248 412428
119237,/congress/votes/115-2017/h252,400209
119236,/congress/votes/115-2017/h253,400209
119235,/congress/votes/115-2017/h254,412550 412551 412553 412426 400652 400141 412430 412437 412569 412317 400289 412635 412585 400170 412460 412462 412215 412480 412609 412226 412526 412487 412622 400209 412627 400341 412379 412639 412641 412515 412388 412520 412653 400366 412271 412531 412405 412536 412284
119240,/congress/votes/115-2017/h256,412672 412290 412683 412486 400648 412649 412651 412658 412654 412271 400209 412466 400244 412566 412503 400660 400411 400380
119241,/congress/votes/115-2017/h257,412503
119243,/congress/votes/115-2017/s122,400050 300038
119242,/congress/votes/115-2017/s123,412330 300019 412390 300078
119244,/congress/votes/115-2017/s124,412330 300019 412390 300078
119245,/congress/votes/115-2017/s125,300071 300047
119246,/congress/votes/115-2017/s126,412281 412671 400413 412678 300071
119247,/congress/votes/115-2017/s127,412678 300071 412406 300087 300025 412671
119248,/congress/votes/115-2017/s128,412305 412582
119249,/congress/votes/115-2017/s129,412305 412582
119250,/congress/votes/115-2017/h258,400209 412438 412503
119253,/congress/votes/115-2017/h259,400209
119252,/congress/votes/115-2017/h260,412682 412694
119254,/congress/votes/115-2017/h261,400209
119255,/congress/votes/115-2017/h262,412438
119257,/congress/votes/115-2017/s132,412678 400013 412305 412533 412598 300093
119258,/congress/votes/115-2017/h263,400209
119259,/congress/votes/115-2017/h264,412682 412714 400309
119261,/congress/votes/115-2017/h265,400641 412195 412710 412385 400361 412682 412331 412685 412560 412562 412725 412438 412503 412695 400249 412571 400380 412382 412575
119260,/congress/votes/115-2017/h266,400170
119263,/congress/votes/115-2017/h267,412192 412580 412485 400209 412694 412714 400271 412309 400081 400309 412438 412503 412662 412186 412239 400316 412282 400607
119262,/congress/votes/115-2017/h268,412544 400641 412675 412676 412673 412552 412426 412503 412717 412688 412562 400403 412309 412438 412567 412569 412186 412571 412702 412191 412192 412193 400291 412580 412199 412715 412540 412596 400309 412729 400607 412605 412609 412226 412485 412624 400209 400211 412697 400343 412388 412382 412255 412259 400100 400230 400103 412284 412711 412652 412397 412682 412399 412435 400116 412405 412662 400249 412655 400124 412693
119266,/congress/votes/115-2017/s133,412305 412598 300093 412533 400013
119264,/congress/votes/115-2017/h269,412511 412613 400422 412199 412684 400075 400364 412327 412432 412657 412404 412438 412503 412728 412730 400379 400063
119265,/congress/votes/115-2017/h270,412511 412644 412613 400422 412199 400204 400075 400364 412327 412684 412432 412404 412718 412438 412503 412728 412730 400379 400063
119267,/congress/votes/115-2017/s134,412678 412598 412533 412542 412223
119268,/congress/votes/115-2017/h271,400209
119269,/congress/votes/115-2017/h272,400618 412509
119275,/congress/votes/115-2017/h274,400209
119273,/congress/votes/115-2017/h275,400209 400618
119274,/congress/votes/115-2017/h276,400618 412715 412688 412714 412693 412697 400218 412682
119277,/congress/votes/115-2017/s135,412678 412598 412533 412542 412223
119280,/congress/votes/115-2017/h279,412290 412566 412721 400618 412651 412682 400209 412466 408211 400244 412214 412315 400380 412202
119281,/congress/votes/115-2017/h280,412566 412721 400380 400618 412651 400209 408211 412214 412315 400316
119279,/congress/votes/115-2017/h281,400209 412315 400316
119278,/congress/votes/115-2017/h282,412258 412580 412721 412689 400616 412682 412396 412557 412239 412209 412562 408211 412382 412537 412505 412725 400030 412693
119283,/congress/votes/115-2017/h283,412512 412419 400618 412523 412685 412438 412315 412714
119282,/congress/votes/115-2017/h284,412576 412579 412517 412327 412684 400074 400075 400204 400623 412432 412657 400371 412438 412503 412728 412730 400639
119284,/congress/votes/115-2017/h285,400170 412438 412503
119287,/congress/votes/115-2017/s139,412194 412678 412681 300043 412492 412244 412218
119294,/congress/votes/115-2017/s140,412325 300038 300043 412492 300019 400413 412223
119292,/congress/votes/115-2017/h288,400209
119293,/congress/votes/115-2017/h290,400209 400316
119290,/congress/votes/115-2017/h291,400209 412435
119297,/congress/votes/115-2017/h292,400209 400316
119296,/congress/votes/115-2017/h293,412580 412694 400618 412715 400652 412682 400211 412725 412438 412714 400380 412509
119295,/congress/votes/115-2017/h294,400641 412514 412195 412644 400230 412327 412682 400271 412432 412689 412307 412565 412435 400249 412571 412579 412318 412725
119298,/congress/votes/115-2017/s141,412507 412678 412598 412223
119303,/congress/votes/115-2017/h295,400209 400657
119302,/congress/votes/115-2017/h296,400081 412714 400657 400209
119299,/congress/votes/115-2017/h297,400209 412725 400657
119300,/congress/votes/115-2017/h298,400209 400657
119301,/congress/votes/115-2017/h299,400209
119306,/congress/votes/115-2017/h300,412438
119304,/congress/votes/115-2017/h301,412438
119309,/congress/votes/115-2017/h302,400209
119310,/congress/votes/115-2017/s143,412321 412428 412492 412495 412243 300025 412218
119313,/congress/votes/115-2017/h305,400209 400116
119312,/congress/votes/115-2017/h306,400100 412682 400108 400657 400211 400249 400316 412509
119311,/congress/votes/115-2017/h307,412418 400355 412647 412522 400075 400204 412717 412718 412687 412432 412657 400402 412707 412728 400087 400440 400249 400122 400189 412606
119314,/congress/votes/115-2017/s144,412492 412495
119316,/congress/votes/115-2017/s145,300071 412490 300047 412665 412667 412671
119317,/congress/votes/115-2017/s147,412492
119318,/congress/votes/115-2017/h308,412524 412257 400100 412616 400364 412682 412523 412236 412558 412716 412516 412562 412211 412725 400249 412282 412219 412575
119320,/congress/votes/115-2017/s148,412507 412598 412542 412223
119319,/congress/votes/115-2017/s149,412678 412598 412542 412223
119322,/congress/votes/115-2017/h309,412419 412295 412619 412525 412683 412438 412605 400607
119321,/congress/votes/115-2017/h310,412608 412226 412419 412662 412653 400651 400652 412397 412619 412463 412683 400209 412690 412661 412438 412503 412729 412605 400607
119325,/congress/votes/115-2017/h311,400209
119323,/congress/votes/115-2017/h312,400209
119324,/congress/votes/115-2017/h313,412315 412509
