"govTrack_id","lastName","partyName","govTrack_desc","govTrack_ideology","govTrack_leadership"
412630,"Abraham"," Republican"," rank-and-file Republican",0.834860034235,0.418602847036
412607,"Adams"," Democrat"," rank-and-file Democrat",0.310148606448,0.428391136982
400004,"Aderholt"," Republican"," moderate Republican follower",0.770332950248,0.237013286413
412615,"Aguilar"," Democrat"," moderate Democratic follower",0.355300911788,0.253663788137
412625,"Allen"," Republican"," moderate Republican follower",0.858483429227,0.312283742171
412438,"Amash"," Republican"," centrist Republican",0.59281527265,0.366450733848
412664,"Amata"," Republican"," centrist Republican follower ",0.557464763631,0.0289111501438
412500,"Amodei"," Republican"," rank-and-file Republican",0.810930598626,0.514795036857
412726,"Arrington"," Republican"," centrist Republican follower ",0.64839320544,0.0483902834436
412655,"Babin"," Republican"," conservative Republican",0.924536174523,0.619233726319
412713,"Bacon"," Republican"," centrist Republican",0.646823595974,0.314343979341
412702,"Banks"," Republican"," moderate Republican follower",0.690802565745,0.202366923297
412469,"Barletta"," Republican"," rank-and-file Republican",0.843037659791,0.585644217113
412541,"Barr"," Republican"," conservative Republican",0.884281469108,0.727147473927
412687,"Barragan"," Democrat"," moderate Democratic follower",0.317748065482,0.200931354841
400018,"Barton"," Republican"," rank-and-file Republican",0.757760363651,0.708257879654
412404,"Bass"," Democrat"," moderate Democratic leader",0.254654047605,0.720646466071
412565,"Beatty"," Democrat"," rank-and-file Democrat",0.333035342989,0.574096451362
400021,"Becerra"," Democrat"," rank-and-file Democrat",0.382971128304,0.302158874475
412512,"Bera"," Democrat"," centrist Democratic follower",0.436953807226,0.2328499482
412709,"Bergman"," Republican"," centrist Republican follower ",0.594953884175,0.199752158264
412657,"Beyer"," Democrat"," rank-and-file Democrat",0.2918878251,0.565947777484
412683,"Biggs"," Republican"," rank-and-file Republican",0.68344291321,0.379502444345
412250,"Bilirakis"," Republican"," moderate Republican leader",0.781489781622,0.794464410022
400030,"Bishop [GA2]"," Democrat"," centrist Democrat",0.426330951098,0.358662234037
412635,"Bishop [MI8]"," Republican"," rank-and-file Republican",0.817354445455,0.56221697518
400029,"Bishop [UT1]"," Republican"," rank-and-file Republican",0.834926111126,0.551497575789
412478,"Black"," Republican"," conservative Republican leader",0.884584433483,0.954480848884
400032,"Blackburn"," Republican"," conservative Republican leader",0.962572686762,0.794975309907
412627,"Blum"," Republican"," moderate Republican follower",0.758366277433,0.20487540677
400033,"Blumenauer"," Democrat"," progressive Democrat",0.232274115732,0.596959785314
412689,"Blunt Rochester"," Democrat"," moderate Democratic follower",0.392266103833,0.0182350522512
412501,"Bonamici"," Democrat"," rank-and-file Democrat",0.26370836488,0.378557163945
400041,"Bordallo"," Democrat"," moderate Democratic follower",0.332343623092,0.289144143123
412629,"Bost"," Republican"," rank-and-file Republican",0.71266326614,0.34136557106
412652,"Boyle"," Democrat"," rank-and-file Democrat",0.377514177841,0.305813219222
400047,"Brady [PA1]"," Democrat"," rank-and-file Democrat",0.381931839135,0.314331742169
400046,"Brady [TX8]"," Republican"," moderate Republican leader",0.77049938376,0.849094657502
412605,"Brat"," Republican"," rank-and-file Republican",0.823749328201,0.5
412567,"Bridenstine"," Republican"," moderate Republican follower",0.847700005724,0.290195891641
412395,"Brooks [AL5]"," Republican"," conservative Republican",0.897526873865,0.428958900028
412539,"Brooks [IN5]"," Republican"," rank-and-file Republican",0.756802987842,0.726402788668
412707,"Brown"," Democrat"," centrist Democrat",0.400343319549,0.341555572644
412516,"Brownley"," Democrat"," rank-and-file Democrat",0.31052542528,0.468357635073
412196,"Buchanan"," Republican"," rank-and-file Republican",0.692657494627,0.687448811704
412619,"Buck"," Republican"," rank-and-file Republican",0.719492025592,0.339669903705
412427,"Bucshon"," Republican"," rank-and-file Republican",0.827355902222,0.501740323205
412712,"Budd"," Republican"," moderate Republican follower",0.660696524808,0.144876449921
400052,"Burgess"," Republican"," moderate Republican leader",0.828340854745,0.73760811266
412537,"Bustos"," Democrat"," centrist Democrat",0.420258534003,0.500893492393
400616,"Butterfield"," Democrat"," rank-and-file Democrat",0.32944552098,0.553715589241
412601,"Byrne"," Republican"," conservative Republican",0.867291317655,0.593199867052
400057,"Calvert"," Republican"," rank-and-file Republican",0.785421477773,0.437195539748
400063,"Capuano"," Democrat"," rank-and-file Democrat",0.290924506488,0.381372222657
412686,"Carbajal"," Democrat"," moderate Democratic follower",0.383564302146,0.251865139135
412517,"Cardenas"," Democrat"," moderate Democratic leader",0.295202337019,0.62733774739
412258,"Carson"," Democrat"," rank-and-file Democrat",0.259190393965,0.468686694068
412622,"Carter [GA1]"," Republican"," rank-and-file Republican",0.837199403004,0.504897517492
400068,"Carter [TX31]"," Republican"," rank-and-file Republican",0.797244465766,0.677447685435
412571,"Cartwright"," Democrat"," moderate Democratic leader",0.250238222934,0.825941524809
412195,"Castor"," Democrat"," rank-and-file Democrat",0.293779114445,0.514350851665
412576,"Castro"," Democrat"," rank-and-file Democrat",0.370928953182,0.380905609284
400071,"Chabot"," Republican"," conservative Republican leader",0.884452040235,0.747273404384
412270,"Chaffetz"," Republican"," moderate Republican leader",0.735470830957,0.787076006061
412732,"Cheney"," Republican"," centrist Republican follower ",0.588109202368,0.103287863009
412379,"Chu"," Democrat"," progressive Democrat",0.156523124428,0.538665918991
412470,"Cicilline"," Democrat"," progressive Democratic leader",0.208387726551,0.750778466973
412600,"Clark"," Democrat"," progressive Democratic leader",0.230324881913,0.689828937845
412221,"Clarke"," Democrat"," progressive Democrat",0.134014592441,0.32430337864
400074,"Clay"," Democrat"," rank-and-file Democrat",0.286951611882,0.340715374104
400639,"Cleaver"," Democrat"," rank-and-file Democrat",0.357563685069,0.312372167863
400075,"Clyburn"," Democrat"," rank-and-file Democrat",0.353154362402,0.327483061809
412271,"Coffman"," Republican"," rank-and-file Republican",0.767539021418,0.584957822173
412236,"Cohen"," Democrat"," progressive Democratic leader",0.174976116876,0.667669690187
400077,"Cole"," Republican"," rank-and-file Republican",0.828974027028,0.481487534307
412531,"Collins [GA9]"," Republican"," moderate Republican leader",0.820677285618,0.800190135681
412563,"Collins [NY27]"," Republican"," rank-and-file Republican",0.803398670661,0.664948049093
412676,"Comer"," Republican"," centrist Republican follower ",0.613361988641,0.13277214697
412658,"Comstock"," Republican"," rank-and-file Republican",0.69274201961,0.594050161277
400655,"Conaway"," Republican"," moderate Republican leader",0.837970019714,0.791921337703
412272,"Connolly"," Democrat"," moderate Democratic leader",0.318436606911,0.683516662891
400080,"Conyers"," Democrat"," progressive Democratic leader",0.11330108576,0.630461327628
412513,"Cook"," Republican"," rank-and-file Republican",0.748642790648,0.451177760585
400081,"Cooper"," Democrat"," centrist Democrat",0.481826026137,0.345453102598
412688,"Correa"," Democrat"," centrist Democratic follower",0.441627007637,0.29773835993
400618,"Costa"," Democrat"," centrist Democratic follower",0.505679816186,0.176996922179
412651,"Costello"," Republican"," centrist Republican follower ",0.627571409718,0.277368950399
412193,"Courtney"," Democrat"," moderate Democratic leader",0.389950147958,0.747989096491
412555,"Cramer"," Republican"," conservative Republican",0.974946458182,0.580732412922
412400,"Crawford"," Republican"," rank-and-file Republican",0.836408565556,0.502123227758
412697,"Crist"," Democrat"," centrist Democrat",0.418286862609,0.325523753452
400087,"Crowley"," Democrat"," moderate Democratic leader",0.296658309929,0.654190896592
400657,"Cuellar"," Democrat"," centrist Democrat",0.591282023471,0.356651703953
400089,"Culberson"," Republican"," moderate Republican follower",0.851617849736,0.285025395733
400090,"Cummings"," Democrat"," progressive Democrat",0.209654863565,0.389315241482
412621,"Curbelo"," Republican"," centrist Republican",0.64886303432,0.719267754214
412740,"Curtis"," Republican"," centrist Republican follower ",0.536278202423,0.092052757531
412675,"Davidson"," Republican"," centrist Republican",0.634921298532,0.457815469708
400097,"Davis [CA53]"," Democrat"," moderate Democratic leader",0.287879954702,0.705620838112
412536,"Davis [IL13]"," Republican"," moderate Republican leader",0.782996164352,0.803988277887
400093,"Davis [IL7]"," Democrat"," rank-and-file Democrat",0.271222612248,0.359755303038
400100,"DeFazio"," Democrat"," moderate Democratic leader",0.35304153644,0.612523299934
400101,"DeGette"," Democrat"," rank-and-file Democrat",0.346809109153,0.539912408037
412544,"Delaney"," Democrat"," centrist Democrat",0.406176616555,0.53142572603
400103,"DeLauro"," Democrat"," progressive Democratic leader",0.221549160733,0.76296761918
412505,"DelBene"," Democrat"," rank-and-file Democrat",0.358036657751,0.589249368667
412696,"Demings"," Democrat"," centrist Democratic follower",0.398368372144,0.291296697791
412403,"Denham"," Republican"," rank-and-file Republican",0.677549395632,0.659369786087
400648,"Dent"," Republican"," centrist Republican leader",0.638206689669,0.830438174373
412526,"DeSantis"," Republican"," moderate Republican leader",0.816649864013,0.791130386046
412613,"DeSaulnier"," Democrat"," progressive Democrat",0.219935250815,0.334823181913
412477,"DesJarlais"," Republican"," conservative Republican",0.899960803238,0.481448295326
412385,"Deutch"," Democrat"," moderate Democratic leader",0.300402817052,0.656712160912
400108,"Diaz-Balart"," Republican"," centrist Republican",0.654373943584,0.48304225508
412637,"Dingell"," Democrat"," moderate Democratic follower",0.296998791883,0.181857412988
400111,"Doggett"," Democrat"," rank-and-file Democrat",0.326430566657,0.576263700749
412672,"Donovan"," Republican"," centrist Republican follower ",0.593652285447,0.275857052202
400114,"Doyle"," Democrat"," rank-and-file Democrat",0.382260467235,0.326682357062
412488,"Duffy"," Republican"," rank-and-file Republican",0.765215495005,0.610856976555
412472,"Duncan [SC3]"," Republican"," conservative Republican",1,0.64758070026
400116,"Duncan [TN2]"," Republican"," rank-and-file Republican",0.851254100836,0.529480210208
412691,"Dunn"," Republican"," centrist Republican follower ",0.645265882491,0.306671147945
412215,"Ellison"," Democrat"," progressive Democrat",0.0869411329507,0.497362585726
412639,"Emmer"," Republican"," rank-and-file Republican",0.785684151587,0.403811524551
400122,"Engel"," Democrat"," moderate Democratic leader",0.305381606523,0.82973852059
400124,"Eshoo"," Democrat"," rank-and-file Democrat",0.296767609244,0.45230676562
412718,"Espaillat"," Democrat"," rank-and-file Democrat",0.350995172758,0.333897684307
412735,"Estes"," Republican"," centrist Republican follower ",0.593618109704,0.044145844319
412524,"Esty"," Democrat"," rank-and-file Democrat",0.356812756695,0.556885905337
412677,"Evans"," Democrat"," moderate Democratic follower",0.273485021903,0.00916234478748
412482,"Farenthold"," Republican"," conservative Republican",0.937901482546,0.421190279029
412719,"Faso"," Republican"," centrist Republican follower ",0.56199248436,0.234270482159
412700,"Ferguson"," Republican"," centrist Republican follower ",0.658275757112,0.104674296826
412721,"Fitzpatrick"," Republican"," centrist Republican",0.564443906696,0.422339523697
412476,"Fleischmann"," Republican"," rank-and-file Republican",0.813330382307,0.440126554939
412480,"Flores"," Republican"," conservative Republican",0.924283071313,0.536163392851
400640,"Fortenberry"," Republican"," rank-and-file Republican",0.743445276902,0.736030463207
412257,"Foster"," Democrat"," rank-and-file Democrat",0.349566132007,0.502317396278
400643,"Foxx"," Republican"," rank-and-file Republican",0.690818130114,0.499503413955
412529,"Frankel"," Democrat"," rank-and-file Democrat",0.338049845993,0.57332849642
400141,"Franks"," Republican"," conservative Republican leader",0.947444241922,0.8688236835
400142,"Frelinghuysen"," Republican"," centrist Republican follower ",0.633715370859,0.168334474162
412327,"Fudge"," Democrat"," rank-and-file Democrat",0.27737398193,0.413739792239
412532,"Gabbard"," Democrat"," centrist Democrat",0.394770695384,0.593587232798
412690,"Gaetz"," Republican"," rank-and-file Republican",0.660441652151,0.346035710121
412731,"Gallagher"," Republican"," centrist Republican",0.637782684452,0.45902092528
412612,"Gallego"," Democrat"," rank-and-file Democrat",0.30427289884,0.329558072247
412382,"Garamendi"," Democrat"," moderate Democratic follower",0.29230867845,0.280385705848
412729,"Garrett"," Republican"," centrist Republican follower ",0.651397584839,0.312804008079
412736,"Gianforte"," Republican"," centrist Republican follower ",0.562848048809,0.00999466525832
412463,"Gibbs"," Republican"," conservative Republican",0.876626530958,0.517818020604
400651,"Gohmert"," Republican"," conservative Republican",0.916421485097,0.482514209429
412739,"Gomez"," Democrat"," centrist Democratic follower",0.412414354001,0.0776755885525
412725,"Gonzalez"," Democrat"," centrist Democratic follower",0.46873537216,0.0401131778054
412723,"Gonzalez-Colon"," Republican"," centrist Republican follower ",0.537955507441,0.0596822884476
400154,"Goodlatte"," Republican"," moderate Republican leader",0.810280588144,0.937964340432
412397,"Gosar"," Republican"," conservative Republican leader",0.968528798332,0.813151476832
412714,"Gottheimer"," Democrat"," centrist Democratic follower",0.517010082829,0.19429228415
412473,"Gowdy"," Republican"," rank-and-file Republican",0.734958952609,0.335504884249
400157,"Granger"," Republican"," rank-and-file Republican",0.697762101707,0.576780989247
412388,"Graves [GA14]"," Republican"," rank-and-file Republican",0.816412861012,0.556738434497
412631,"Graves [LA6]"," Republican"," centrist Republican",0.651321854377,0.483214187454
400158,"Graves [MO6]"," Republican"," moderate Republican leader",0.813542857596,0.847122386005
400160,"Green [TX29]"," Democrat"," centrist Democrat",0.456367174665,0.40439196671
400653,"Green [TX9]"," Democrat"," rank-and-file Democrat",0.256171497899,0.559779558548
412485,"Griffith"," Republican"," moderate Republican leader",0.759851605079,0.769314412604
400162,"Grijalva"," Democrat"," progressive Democratic leader",0.0150848100596,0.660640799915
412661,"Grothman"," Republican"," lonley conservative Republican follower",0.880201861303,0.265874964049
412278,"Guthrie"," Republican"," moderate Republican leader",0.834589302446,0.909744022111
400163,"Gutierrez"," Democrat"," progressive Democrat",0.165317336541,0.342141577625
412418,"Hanabusa"," Democrat"," rank-and-file Democrat",0.335262417676,0.307431616383
412737,"Handel"," Republican"," centrist Republican follower ",0.566765447844,0
412280,"Harper"," Republican"," moderate Republican leader",0.82692585931,0.74881213042
412434,"Harris"," Republican"," conservative Republican",0.896751391161,0.481571480349
412444,"Hartzler"," Republican"," conservative Republican",0.910868217833,0.497259512301
400170,"Hastings"," Democrat"," progressive Democratic leader",0.171072522358,0.727828631603
412584,"Heck"," Democrat"," rank-and-file Democrat",0.372288680534,0.398915958882
400175,"Hensarling"," Republican"," lonley conservative Republican follower",0.883048954689,0.186882255041
412486,"Herrera Beutler"," Republican"," rank-and-file Republican",0.669749283302,0.392540666915
412623,"Hice"," Republican"," rank-and-file Republican",0.855618098839,0.534504657415
412705,"Higgins [LA3]"," Republican"," centrist Republican follower ",0.61330305853,0.117285297993
400641,"Higgins [NY26]"," Democrat"," rank-and-file Democrat",0.332261403823,0.382307235177
412609,"Hill"," Republican"," moderate Republican follower",0.745002591801,0.293646275525
412282,"Himes"," Democrat"," rank-and-file Democrat",0.354345642052,0.362889739805
412553,"Holding"," Republican"," rank-and-file Republican",0.768028760822,0.56830957555
412703,"Hollingsworth"," Republican"," centrist Republican follower ",0.594042257047,0.139637346719
400189,"Hoyer"," Democrat"," rank-and-file Democrat",0.377542204029,0.360454944874
412550,"Hudson"," Republican"," conservative Republican leader",0.888508317039,0.780979014398
412511,"Huffman"," Democrat"," progressive Democrat",0.206746078249,0.562276856537
412437,"Huizenga"," Republican"," conservative Republican",0.862048582442,0.539965694349
412422,"Hultgren"," Republican"," rank-and-file Republican",0.808685635221,0.550945945131
412283,"Hunter"," Republican"," rank-and-file Republican",0.758896682231,0.708312238027
412654,"Hurd"," Republican"," centrist Republican",0.647737081297,0.419706721732
400196,"Issa"," Republican"," rank-and-file Republican",0.667396335752,0.726998239508
400199,"Jackson Lee"," Democrat"," progressive Democrat",0.161007626971,0.603095255443
412730,"Jayapal"," Democrat"," rank-and-file Democrat",0.281935211591,0.365165313817
412561,"Jeffries"," Democrat"," rank-and-file Democrat",0.247863301144,0.48420026083
412284,"Jenkins [KS2]"," Republican"," conservative Republican leader",0.878378388989,0.883967956892
412663,"Jenkins [WV3]"," Republican"," rank-and-file Republican",0.690606453594,0.418769853431
412199,"Johnson [GA4]"," Democrat"," progressive Democratic leader",0.234759406027,0.623736643538
412706,"Johnson [LA4]"," Republican"," centrist Republican follower ",0.620653845374,0.127026142594
412460,"Johnson [OH6]"," Republican"," conservative Republican",0.882848418068,0.476272979091
400206,"Johnson [TX3]"," Republican"," moderate Republican leader",0.858662575489,0.930664670962
400204,"Johnson [TX30]"," Democrat"," rank-and-file Democrat",0.297364486129,0.562059218541
400209,"Jones"," Republican"," rank-and-file Republican",0.803413161167,0.511709053099
412226,"Jordan"," Republican"," rank-and-file Republican",0.805154297,0.510054603262
412566,"Joyce"," Republican"," rank-and-file Republican",0.785486792635,0.383026540036
400211,"Kaptur"," Democrat"," rank-and-file Democrat",0.272119039019,0.452104191199
412649,"Katko"," Republican"," centrist Republican",0.601576878937,0.546996634571
412435,"Keating"," Democrat"," rank-and-file Democrat",0.300002832661,0.350537170283
412595,"Kelly [IL2]"," Democrat"," rank-and-file Democrat",0.262414304449,0.535405672367
412673,"Kelly [MS1]"," Republican"," moderate Republican follower",0.732354396726,0.0215140748795
412465,"Kelly [PA3]"," Republican"," conservative Republican leader",0.872548115335,0.870336350732
412543,"Kennedy"," Democrat"," moderate Democratic leader",0.32895505275,0.6567675291
412684,"Khanna"," Democrat"," moderate Democratic follower",0.294719603092,0.265615779536
412716,"Kihuen"," Democrat"," centrist Democratic follower",0.406089444089,0.0666931388352
412546,"Kildee"," Democrat"," rank-and-file Democrat",0.328453295349,0.564273614816
412583,"Kilmer"," Democrat"," centrist Democrat",0.403624792468,0.553758472718
400218,"Kind"," Democrat"," centrist Democrat",0.514973915971,0.51061582199
400220,"King [IA4]"," Republican"," conservative Republican leader",0.891167490926,0.807313655782
400219,"King [NY2]"," Republican"," centrist Republican",0.618310012036,0.692835698569
412421,"Kinzinger"," Republican"," rank-and-file Republican",0.725250885277,0.724206599528
