"name","propublica_url","twitter_url"
"Ann McLane Kuster","https://projects.propublica.org/represent/members/K000382-ann-mclane-kuster","http://twitter.com/RepAnnieKuster"
"David Kustoff","https://projects.propublica.org/represent/members/K000392-david-kustoff","http://twitter.com/repdavidkustoff"
"Raúl Labrador","https://projects.propublica.org/represent/members/L000573-ra%C3%BAl-labrador","http://twitter.com/Raul_Labrador"
"Darin M. LaHood","https://projects.propublica.org/represent/members/L000585-darin-m-lahood","http://twitter.com/RepLaHood"
"Doug LaMalfa","https://projects.propublica.org/represent/members/L000578-doug-lamalfa","http://twitter.com/RepLaMalfa"
"Doug Lamborn","https://projects.propublica.org/represent/members/L000564-doug-lamborn","http://twitter.com/RepDLamborn"
"Leonard Lance","https://projects.propublica.org/represent/members/L000567-leonard-lance","http://twitter.com/RepLanceNJ7"
"Jim Langevin","https://projects.propublica.org/represent/members/L000559-jim-langevin","http://twitter.com/JimLangevin"
"Rick Larsen","https://projects.propublica.org/represent/members/L000560-rick-larsen","http://twitter.com/RepRickLarsen"
"John B. Larson","https://projects.propublica.org/represent/members/L000557-john-b-larson","http://twitter.com/RepJohnLarson"
"Robert E. Latta","https://projects.propublica.org/represent/members/L000566-robert-e-latta","http://twitter.com/BobLatta"
"Brenda Lawrence","https://projects.propublica.org/represent/members/L000581-brenda-lawrence","http://twitter.com/RepLawrence"
"Al Lawson","https://projects.propublica.org/represent/members/L000586-al-lawson","http://twitter.com/RepAlLawsonJr"
"Barbara Lee","https://projects.propublica.org/represent/members/L000551-barbara-lee","http://twitter.com/RepBarbaraLee"
"Sander M. Levin","https://projects.propublica.org/represent/members/L000263-sander-m-levin","http://twitter.com/RepSandyLevin"
"John Lewis","https://projects.propublica.org/represent/members/L000287-john-lewis","http://twitter.com/RepJohnLewis"
"Jason Lewis","https://projects.propublica.org/represent/members/L000587-jason-lewis","http://twitter.com/RepJasonLewis"
"Ted Lieu","https://projects.propublica.org/represent/members/L000582-ted-lieu","http://twitter.com/RepTedLieu"
"Daniel Lipinski","https://projects.propublica.org/represent/members/L000563-daniel-lipinski","http://twitter.com/RepLipinski"
"Frank A. LoBiondo","https://projects.propublica.org/represent/members/L000554-frank-a-lobiondo","http://twitter.com/RepLoBiondo"
"Dave Loebsack","https://projects.propublica.org/represent/members/L000565-dave-loebsack","http://twitter.com/DaveLoebsack"
"Zoe Lofgren","https://projects.propublica.org/represent/members/L000397-zoe-lofgren","http://twitter.com/RepZoeLofgren"
"Billy Long","https://projects.propublica.org/represent/members/L000576-billy-long","http://twitter.com/USRepLong"
"Barry Loudermilk","https://projects.propublica.org/represent/members/L000583-barry-loudermilk","http://twitter.com/RepLoudermilk"
"Mia Love","https://projects.propublica.org/represent/members/L000584-mia-love","http://twitter.com/repmialove"
"Alan Lowenthal","https://projects.propublica.org/represent/members/L000579-alan-lowenthal","http://twitter.com/RepLowenthal"
"Nita M. Lowey","https://projects.propublica.org/represent/members/L000480-nita-m-lowey","http://twitter.com/NitaLowey"
"Frank D. Lucas","https://projects.propublica.org/represent/members/L000491-frank-d-lucas","http://twitter.com/RepFrankLucas"
"Blaine Luetkemeyer","https://projects.propublica.org/represent/members/L000569-blaine-luetkemeyer","http://twitter.com/RepBlainePress"
"Ben Ray Luján","https://projects.propublica.org/represent/members/L000570-ben-ray-luj%C3%A1n","http://twitter.com/RepBenRayLujan"
"Michelle Lujan Grisham","https://projects.propublica.org/represent/members/L000580-michelle-lujan-grisham","http://twitter.com/RepLujanGrisham"
"Stephen F. Lynch","https://projects.propublica.org/represent/members/L000562-stephen-f-lynch","http://twitter.com/RepStephenLynch"
"Tom MacArthur","https://projects.propublica.org/represent/members/M001193-tom-macarthur","http://twitter.com/RepTomMacArthur"
"Carolyn B. Maloney","https://projects.propublica.org/represent/members/M000087-carolyn-b-maloney","http://twitter.com/RepMaloney"
"Sean Patrick Maloney","https://projects.propublica.org/represent/members/M001185-sean-patrick-maloney","http://twitter.com/RepSeanMaloney"
"Kenny Marchant","https://projects.propublica.org/represent/members/M001158-kenny-marchant","http://twitter.com/RepKenMarchant"
"Tom Marino","https://projects.propublica.org/represent/members/M001179-tom-marino","http://twitter.com/RepTomMarino"
"Roger Marshall","https://projects.propublica.org/represent/members/M001198-roger-marshall",""
"Thomas Massie","https://projects.propublica.org/represent/members/M001184-thomas-massie","http://twitter.com/RepThomasMassie"
"Brian Mast","https://projects.propublica.org/represent/members/M001199-brian-mast","http://twitter.com/repbrianmast"
"Doris Matsui","https://projects.propublica.org/represent/members/M001163-doris-matsui","http://twitter.com/DorisMatsui"
"Kevin McCarthy","https://projects.propublica.org/represent/members/M001165-kevin-mccarthy","http://twitter.com/GOPLeader"
"Michael McCaul","https://projects.propublica.org/represent/members/M001157-michael-mccaul","http://twitter.com/RepMcCaul"
"Tom McClintock","https://projects.propublica.org/represent/members/M001177-tom-mcclintock","http://twitter.com/RepMcClintock"
"Betty McCollum","https://projects.propublica.org/represent/members/M001143-betty-mccollum","http://twitter.com/BettyMcCollum04"
"A. Donald McEachin","https://projects.propublica.org/represent/members/M001200-a-donald-mceachin","http://twitter.com/RepMcEachin"
"Jim McGovern","https://projects.propublica.org/represent/members/M000312-jim-mcgovern","http://twitter.com/RepMcGovern"
"Patrick T. McHenry","https://projects.propublica.org/represent/members/M001156-patrick-t-mchenry","http://twitter.com/PatrickMcHenry"
"David McKinley","https://projects.propublica.org/represent/members/M001180-david-mckinley","http://twitter.com/RepMcKinley"
"Cathy McMorris Rodgers","https://projects.propublica.org/represent/members/M001159-cathy-mcmorris-rodgers","http://twitter.com/CathyMcMorris"
"Jerry McNerney","https://projects.propublica.org/represent/members/M001166-jerry-mcnerney","http://twitter.com/RepMcNerney"
"Martha McSally","https://projects.propublica.org/represent/members/M001197-martha-mcsally","http://twitter.com/RepMcSally"
"Mark Meadows","https://projects.propublica.org/represent/members/M001187-mark-meadows","http://twitter.com/RepMarkMeadows"
"Pat Meehan","https://projects.propublica.org/represent/members/M001181-pat-meehan","http://twitter.com/RepMeehan"
"Gregory W. Meeks","https://projects.propublica.org/represent/members/M001137-gregory-w-meeks","http://twitter.com/RepGregoryMeeks"
"Grace Meng","https://projects.propublica.org/represent/members/M001188-grace-meng","http://twitter.com/RepGraceMeng"
"Luke Messer","https://projects.propublica.org/represent/members/M001189-luke-messer","http://twitter.com/RepLukeMesser"
"Paul Mitchell","https://projects.propublica.org/represent/members/M001201-paul-mitchell","http://twitter.com/RepPaulMitchell"
"John Moolenaar","https://projects.propublica.org/represent/members/M001194-john-moolenaar","http://twitter.com/RepMoolenaar"
"Alex Mooney","https://projects.propublica.org/represent/members/M001195-alex-mooney","http://twitter.com/RepAlexMooney"
"Gwen Moore","https://projects.propublica.org/represent/members/M001160-gwen-moore","http://twitter.com/RepGwenMoore"
"Seth Moulton","https://projects.propublica.org/represent/members/M001196-seth-moulton","http://twitter.com/teammoulton"
"Markwayne Mullin","https://projects.propublica.org/represent/members/M001190-markwayne-mullin","http://twitter.com/RepMullin"
"Stephanie Murphy","https://projects.propublica.org/represent/members/M001202-stephanie-murphy","http://twitter.com/RepStephMurphy"
"Jerrold Nadler","https://projects.propublica.org/represent/members/N000002-jerrold-nadler","http://twitter.com/RepJerryNadler"
"Grace F. Napolitano","https://projects.propublica.org/represent/members/N000179-grace-f-napolitano","http://twitter.com/GraceNapolitano"
"Richard E. Neal","https://projects.propublica.org/represent/members/N000015-richard-e-neal","http://twitter.com/RepRichardNeal"
"Dan Newhouse","https://projects.propublica.org/represent/members/N000189-dan-newhouse","http://twitter.com/RepNewhouse"
"Kristi Noem","https://projects.propublica.org/represent/members/N000184-kristi-noem","http://twitter.com/RepKristiNoem"
"Rick Nolan","https://projects.propublica.org/represent/members/N000127-rick-nolan","http://twitter.com/USRepRickNolan"
"Donald W. Norcross","https://projects.propublica.org/represent/members/N000188-donald-w-norcross","http://twitter.com/DonaldNorcross"
"Ralph Norman","https://projects.propublica.org/represent/members/N000190-ralph-norman","http://twitter.com/RepRalphNorman"
"Eleanor Holmes Norton","https://projects.propublica.org/represent/members/N000147-eleanor-holmes-norton","http://twitter.com/EleanorNorton"
"Devin Nunes","https://projects.propublica.org/represent/members/N000181-devin-nunes","http://twitter.com/Rep_DevinNunes"
"Tom O'Halleran","https://projects.propublica.org/represent/members/O000171-tom-o&#39;halleran","http://twitter.com/repohalleran"
"Beto O'Rourke","https://projects.propublica.org/represent/members/O000170-beto-o&#39;rourke","http://twitter.com/RepBetoORourke"
"Pete Olson","https://projects.propublica.org/represent/members/O000168-pete-olson","http://twitter.com/RepPeteOlson"
"Steven Palazzo","https://projects.propublica.org/represent/members/P000601-steven-palazzo","http://twitter.com/CongPalazzo"
"Frank Pallone","https://projects.propublica.org/represent/members/P000034-frank-pallone","http://twitter.com/FrankPallone"
"Gary Palmer","https://projects.propublica.org/represent/members/P000609-gary-palmer","http://twitter.com/USRepGaryPalmer"
"Jimmy Panetta","https://projects.propublica.org/represent/members/P000613-jimmy-panetta","http://twitter.com/RepJimmyPanetta"
"Bill Pascrell Jr.","https://projects.propublica.org/represent/members/P000096-bill-pascrell-jr","http://twitter.com/BillPascrell"
"Erik Paulsen","https://projects.propublica.org/represent/members/P000594-erik-paulsen","http://twitter.com/RepErikPaulsen"
"Donald M. Payne Jr.","https://projects.propublica.org/represent/members/P000604-donald-m-payne-jr","http://twitter.com/RepDonaldPayne"
"Steve Pearce","https://projects.propublica.org/represent/members/P000588-steve-pearce","http://twitter.com/RepStevePearce"
"Nancy Pelosi","https://projects.propublica.org/represent/members/P000197-nancy-pelosi","http://twitter.com/NancyPelosi"
"Ed Perlmutter","https://projects.propublica.org/represent/members/P000593-ed-perlmutter","http://twitter.com/RepPerlmutter"
"Scott Perry","https://projects.propublica.org/represent/members/P000605-scott-perry","http://twitter.com/RepScottPerry"
"Scott Peters","https://projects.propublica.org/represent/members/P000608-scott-peters","http://twitter.com/RepScottPeters"
"Collin C. Peterson","https://projects.propublica.org/represent/members/P000258-collin-c-peterson",""
"Chellie Pingree","https://projects.propublica.org/represent/members/P000597-chellie-pingree","http://twitter.com/ChelliePingree"
"Robert Pittenger","https://projects.propublica.org/represent/members/P000606-robert-pittenger","http://twitter.com/RepPittenger"
"Stacey Plaskett","https://projects.propublica.org/represent/members/P000610-stacey-plaskett","http://twitter.com/staceyplaskett"
"Mark Pocan","https://projects.propublica.org/represent/members/P000607-mark-pocan","http://twitter.com/RepMarkPocan"
"Ted Poe","https://projects.propublica.org/represent/members/P000592-ted-poe","http://twitter.com/JudgeTedPoe"
"Bruce Poliquin","https://projects.propublica.org/represent/members/P000611-bruce-poliquin","http://twitter.com/RepPoliquin"
"Jared Polis","https://projects.propublica.org/represent/members/P000598-jared-polis","http://twitter.com/JaredPolis"
"Bill Posey","https://projects.propublica.org/represent/members/P000599-bill-posey","http://twitter.com/CongBillPosey"
"David E. Price","https://projects.propublica.org/represent/members/P000523-david-e-price","http://twitter.com/RepDavidEPrice"
"Mike Quigley","https://projects.propublica.org/represent/members/Q000023-mike-quigley","http://twitter.com/RepMikeQuigley"
"Amata Coleman Radewagen","https://projects.propublica.org/represent/members/R000600-amata-coleman-radewagen","http://twitter.com/RepAmata"
"Jamie Raskin","https://projects.propublica.org/represent/members/R000606-jamie-raskin","http://twitter.com/repraskin"
"John Ratcliffe","https://projects.propublica.org/represent/members/R000601-john-ratcliffe","http://twitter.com/RepRatcliffe"
"Tom Reed","https://projects.propublica.org/represent/members/R000585-tom-reed","http://twitter.com/RepTomReed"
"Dave Reichert","https://projects.propublica.org/represent/members/R000578-dave-reichert","http://twitter.com/DaveReichert"
"Jim Renacci","https://projects.propublica.org/represent/members/R000586-jim-renacci","http://twitter.com/RepJimRenacci"
"Tom Rice","https://projects.propublica.org/represent/members/R000597-tom-rice","http://twitter.com/RepTomRice"
"Kathleen Rice","https://projects.propublica.org/represent/members/R000602-kathleen-rice","http://twitter.com/RepKathleenRice"
"Cedric Richmond","https://projects.propublica.org/represent/members/R000588-cedric-richmond","http://twitter.com/RepRichmond"
"Martha Roby","https://projects.propublica.org/represent/members/R000591-martha-roby","http://twitter.com/RepMarthaRoby"
"Phil Roe","https://projects.propublica.org/represent/members/R000582-phil-roe","http://twitter.com/DrPhilRoe"
"Mike D. Rogers","https://projects.propublica.org/represent/members/R000575-mike-d-rogers","http://twitter.com/RepMikeRogersAL"
"Harold Rogers","https://projects.propublica.org/represent/members/R000395-harold-rogers","http://twitter.com/RepHalRogers"
"Dana Rohrabacher","https://projects.propublica.org/represent/members/R000409-dana-rohrabacher",""
"Todd Rokita","https://projects.propublica.org/represent/members/R000592-todd-rokita","http://twitter.com/ToddRokita"
"Francis Rooney","https://projects.propublica.org/represent/members/R000607-francis-rooney","http://twitter.com/RepRooney"
"Tom Rooney","https://projects.propublica.org/represent/members/R000583-tom-rooney","http://twitter.com/TomRooney"
"Ileana Ros-Lehtinen","https://projects.propublica.org/represent/members/R000435-ileana-ros-lehtinen","http://twitter.com/RosLehtinen"
"Jacky Rosen","https://projects.propublica.org/represent/members/R000608-jacky-rosen","http://twitter.com/RepJackyRosen"
"Peter Roskam","https://projects.propublica.org/represent/members/R000580-peter-roskam","http://twitter.com/PeterRoskam"
"Dennis Ross","https://projects.propublica.org/represent/members/R000593-dennis-ross","http://twitter.com/RepDennisRoss"
"Keith Rothfus","https://projects.propublica.org/represent/members/R000598-keith-rothfus","http://twitter.com/KeithRothfus"
"David Rouzer","https://projects.propublica.org/represent/members/R000603-david-rouzer","http://twitter.com/RepDavidRouzer"
"Lucille Roybal-Allard","https://projects.propublica.org/represent/members/R000486-lucille-roybal-allard","http://twitter.com/RepRoybalAllard"
"Edward Royce","https://projects.propublica.org/represent/members/R000487-edward-royce","http://twitter.com/RepEdRoyce"
"Raul Ruiz","https://projects.propublica.org/represent/members/R000599-raul-ruiz","http://twitter.com/CongressmanRuiz"
"C.A. Dutch Ruppersberger","https://projects.propublica.org/represent/members/R000576-ca-dutch-ruppersberger","http://twitter.com/Call_Me_Dutch"
"Bobby L. Rush","https://projects.propublica.org/represent/members/R000515-bobby-l-rush","http://twitter.com/RepBobbyRush"
"Steve Russell","https://projects.propublica.org/represent/members/R000604-steve-russell","http://twitter.com/RepRussell"
"John Rutherford","https://projects.propublica.org/represent/members/R000609-john-rutherford","http://twitter.com/RepRutherfordFL"
"Tim Ryan","https://projects.propublica.org/represent/members/R000577-tim-ryan","http://twitter.com/RepTimRyan"
"Paul D. Ryan","https://projects.propublica.org/represent/members/R000570-paul-d-ryan","<ul class=""desktop"">"
"Gregorio Kilili Camacho Sablan","https://projects.propublica.org/represent/members/S001177-gregorio-kilili-camacho-sablan",""
"Linda T. Sánchez","https://projects.propublica.org/represent/members/S001156-linda-t-s%C3%A1nchez","http://twitter.com/RepLindaSanchez"
"Mark Sanford","https://projects.propublica.org/represent/members/S000051-mark-sanford","http://twitter.com/RepSanfordSC"
"John Sarbanes","https://projects.propublica.org/represent/members/S001168-john-sarbanes","http://twitter.com/RepSarbanes"
"Steve Scalise","https://projects.propublica.org/represent/members/S001176-steve-scalise","http://twitter.com/SteveScalise"
"Jan Schakowsky","https://projects.propublica.org/represent/members/S001145-jan-schakowsky","http://twitter.com/JanSchakowsky"
"Adam B. Schiff","https://projects.propublica.org/represent/members/S001150-adam-b-schiff","http://twitter.com/RepAdamSchiff"
"Brad Schneider","https://projects.propublica.org/represent/members/S001190-brad-schneider","http://twitter.com/repschneider"
"Kurt Schrader","https://projects.propublica.org/represent/members/S001180-kurt-schrader","http://twitter.com/RepSchrader"
"David Schweikert","https://projects.propublica.org/represent/members/S001183-david-schweikert","http://twitter.com/RepDavid"
"Robert C. Scott","https://projects.propublica.org/represent/members/S000185-robert-c-scott","http://twitter.com/BobbyScott"
"Austin Scott","https://projects.propublica.org/represent/members/S001189-austin-scott","http://twitter.com/AustinScottGA08"
"David Scott","https://projects.propublica.org/represent/members/S001157-david-scott","http://twitter.com/RepDavidScott"
"F. James Sensenbrenner","https://projects.propublica.org/represent/members/S000244-f-james-sensenbrenner","http://twitter.com/JimPressOffice"
"José E. Serrano","https://projects.propublica.org/represent/members/S000248-jos%C3%A9-e-serrano","http://twitter.com/RepJoseSerrano"
"Pete Sessions","https://projects.propublica.org/represent/members/S000250-pete-sessions","http://twitter.com/PeteSessions"
"Terri Sewell","https://projects.propublica.org/represent/members/S001185-terri-sewell","http://twitter.com/RepTerriSewell"
"Carol Shea-Porter","https://projects.propublica.org/represent/members/S001170-carol-shea-porter","http://twitter.com/repsheaporter"
"Brad Sherman","https://projects.propublica.org/represent/members/S000344-brad-sherman","http://twitter.com/BradSherman"
"John Shimkus","https://projects.propublica.org/represent/members/S000364-john-shimkus","http://twitter.com/RepShimkus"
"Bill Shuster","https://projects.propublica.org/represent/members/S001154-bill-shuster","http://twitter.com/RepBillShuster"
"Mike Simpson","https://projects.propublica.org/represent/members/S001148-mike-simpson","http://twitter.com/CongMikeSimpson"
"Kyrsten Sinema","https://projects.propublica.org/represent/members/S001191-kyrsten-sinema","http://twitter.com/RepSinema"
"Albio Sires","https://projects.propublica.org/represent/members/S001165-albio-sires","http://twitter.com/RepSires"
"Louise M. Slaughter","https://projects.propublica.org/represent/members/S000480-louise-m-slaughter","http://twitter.com/LouiseSlaughter"
"Lamar Smith","https://projects.propublica.org/represent/members/S000583-lamar-smith","http://twitter.com/LamarSmithTX21"
"Adrian Smith","https://projects.propublica.org/represent/members/S001172-adrian-smith","http://twitter.com/RepAdrianSmith"
"Adam Smith","https://projects.propublica.org/represent/members/S000510-adam-smith","http://twitter.com/RepAdamSmith"
"Christopher H. Smith","https://projects.propublica.org/represent/members/S000522-christopher-h-smith","http://twitter.com/RepChrisSmith"
"Jason Smith","https://projects.propublica.org/represent/members/S001195-jason-smith","http://twitter.com/RepJasonSmith"
"Lloyd Smucker","https://projects.propublica.org/represent/members/S001199-lloyd-smucker","http://twitter.com/RepSmucker"
"Darren Soto","https://projects.propublica.org/represent/members/S001200-darren-soto","http://twitter.com/RepDarrenSoto"
"Jackie Speier","https://projects.propublica.org/represent/members/S001175-jackie-speier","http://twitter.com/RepSpeier"
"Elise Stefanik","https://projects.propublica.org/represent/members/S001196-elise-stefanik","http://twitter.com/RepStefanik"
"Chris Stewart","https://projects.propublica.org/represent/members/S001192-chris-stewart","http://twitter.com/RepChrisStewart"
"Steve Stivers","https://projects.propublica.org/represent/members/S001187-steve-stivers","http://twitter.com/RepSteveStivers"
"Thomas Suozzi","https://projects.propublica.org/represent/members/S001201-thomas-suozzi","http://twitter.com/RepTomSuozzi"
"Eric Swalwell","https://projects.propublica.org/represent/members/S001193-eric-swalwell","http://twitter.com/RepSwalwell"
"Mark Takano","https://projects.propublica.org/represent/members/T000472-mark-takano","http://twitter.com/RepMarkTakano"
"Scott Taylor","https://projects.propublica.org/represent/members/T000477-scott-taylor","http://twitter.com/RepScottTaylor"
"Claudia Tenney","https://projects.propublica.org/represent/members/T000478-claudia-tenney","http://twitter.com/RepTenney"
"Mike Thompson","https://projects.propublica.org/represent/members/T000460-mike-thompson","http://twitter.com/RepThompson"
"Bennie Thompson","https://projects.propublica.org/represent/members/T000193-bennie-thompson","http://twitter.com/BennieGThompson"
"Glenn Thompson","https://projects.propublica.org/represent/members/T000467-glenn-thompson","http://twitter.com/CongressmanGT"
"William M. Thornberry","https://projects.propublica.org/represent/members/T000238-william-m-thornberry","http://twitter.com/MacTXPress"
"Pat Tiberi","https://projects.propublica.org/represent/members/T000462-pat-tiberi","http://twitter.com/TiberiPress"
"Scott Tipton","https://projects.propublica.org/represent/members/T000470-scott-tipton","http://twitter.com/RepTipton"
"Dina Titus","https://projects.propublica.org/represent/members/T000468-dina-titus","http://twitter.com/RepDinaTitus"
"Paul Tonko","https://projects.propublica.org/represent/members/T000469-paul-tonko","http://twitter.com/RepPaulTonko"
"Norma Torres","https://projects.propublica.org/represent/members/T000474-norma-torres","http://twitter.com/NormaJTorres"
"Dave Trott","https://projects.propublica.org/represent/members/T000475-dave-trott","http://twitter.com/repdavetrott"
"Niki Tsongas","https://projects.propublica.org/represent/members/T000465-niki-tsongas","http://twitter.com/NikiInTheHouse"
"Michael R. Turner","https://projects.propublica.org/represent/members/T000463-michael-r-turner","http://twitter.com/RepMikeTurner"
"Fred Upton","https://projects.propublica.org/represent/members/U000031-fred-upton","http://twitter.com/RepFredUpton"
"David Valadao","https://projects.propublica.org/represent/members/V000129-david-valadao","http://twitter.com/RepDavidValadao"
"Juan Vargas","https://projects.propublica.org/represent/members/V000130-juan-vargas","http://twitter.com/RepJuanVargas"
"Marc Veasey","https://projects.propublica.org/represent/members/V000131-marc-veasey","http://twitter.com/RepVeasey"
"Filemon Vela","https://projects.propublica.org/represent/members/V000132-filemon-vela","http://twitter.com/RepFilemonVela"
"Nydia M. Velázquez","https://projects.propublica.org/represent/members/V000081-nydia-m-vel%C3%A1zquez","http://twitter.com/NydiaVelazquez"
"Peter J. Visclosky","https://projects.propublica.org/represent/members/V000108-peter-j-visclosky","http://twitter.com/RepVisclosky"
"Ann Wagner","https://projects.propublica.org/represent/members/W000812-ann-wagner","http://twitter.com/RepAnnWagner"
"Tim Walberg","https://projects.propublica.org/represent/members/W000798-tim-walberg","http://twitter.com/RepWalberg"
"Greg Walden","https://projects.propublica.org/represent/members/W000791-greg-walden","http://twitter.com/RepGregWalden"
"Mark Walker","https://projects.propublica.org/represent/members/W000819-mark-walker","http://twitter.com/RepMarkWalker"
"Jackie Walorski","https://projects.propublica.org/represent/members/W000813-jackie-walorski","http://twitter.com/RepWalorski"
"Mimi Walters","https://projects.propublica.org/represent/members/W000820-mimi-walters","http://twitter.com/RepMimiWalters"
"Tim Walz","https://projects.propublica.org/represent/members/W000799-tim-walz","http://twitter.com/RepTimWalz"
"Debbie Wasserman Schultz","https://projects.propublica.org/represent/members/W000797-debbie-wasserman-schultz","http://twitter.com/RepDWStweets"
"Maxine Waters","https://projects.propublica.org/represent/members/W000187-maxine-waters","http://twitter.com/MaxineWaters"
"Bonnie Watson Coleman","https://projects.propublica.org/represent/members/W000822-bonnie-watson-coleman","http://twitter.com/RepBonnie"
"Randy Weber","https://projects.propublica.org/represent/members/W000814-randy-weber","http://twitter.com/TXRandy14"
"Daniel Webster","https://projects.propublica.org/represent/members/W000806-daniel-webster","http://twitter.com/RepWebster"
"Peter Welch","https://projects.propublica.org/represent/members/W000800-peter-welch","http://twitter.com/PeterWelch"
"Brad Wenstrup","https://projects.propublica.org/represent/members/W000815-brad-wenstrup","http://twitter.com/RepBradWenstrup"
"Bruce Westerman","https://projects.propublica.org/represent/members/W000821-bruce-westerman","http://twitter.com/RepWesterman"
"Roger Williams","https://projects.propublica.org/represent/members/W000816-roger-williams","http://twitter.com/RepRWilliams"
"Joe Wilson","https://projects.propublica.org/represent/members/W000795-joe-wilson","http://twitter.com/RepJoeWilson"
"Frederica Wilson","https://projects.propublica.org/represent/members/W000808-frederica-wilson","http://twitter.com/RepWilson"
"Robert J. Wittman","https://projects.propublica.org/represent/members/W000804-robert-j-wittman","http://twitter.com/RobWittman"
"Steve Womack","https://projects.propublica.org/represent/members/W000809-steve-womack","http://twitter.com/Rep_SteveWomack"
"Rob Woodall","https://projects.propublica.org/represent/members/W000810-rob-woodall","http://twitter.com/RepRobWoodall"
"John Yarmuth","https://projects.propublica.org/represent/members/Y000062-john-yarmuth","http://twitter.com/RepJohnYarmuth"
"Kevin Yoder","https://projects.propublica.org/represent/members/Y000063-kevin-yoder","http://twitter.com/RepKevinYoder"
"Ted Yoho","https://projects.propublica.org/represent/members/Y000065-ted-yoho","http://twitter.com/RepTedYoho"
"Don Young","https://projects.propublica.org/represent/members/Y000033-don-young","http://twitter.com/RepDonYoung"
"David Young","https://projects.propublica.org/represent/members/Y000066-david-young","http://twitter.com/RepDavidYoung"
"Lee Zeldin","https://projects.propublica.org/represent/members/Z000017-lee-zeldin","http://twitter.com/RepLeeZeldin"
